player,shirt_number,nation,position,minutes,goals,assists,penalty_kicks_made,penalty_kicks_attempted,shots,shots_on_target,yellow_cards,red_cards,fouls_commited,fouls_drawn,offsides,crosses,tackles_on,interceptions,own_goals,penalty_kicks_won,penalty_kicks_conceded,team,match_id
Eric Ramires,10.0,br BRA,AM,85.0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,0,,,Bahia,7
Nílton,19.0,br BRA,MF,5.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Bahia,7
Gregore de Magalhães da Silva,26.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,2,0,0,0,3,3,0,,,Bahia,7
Elton,17.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,,,Bahia,7
Moisés,6.0,br BRA,LB,90.0,0,0,0,0,2,1,0,0,2,0,0,5,4,1,0,,,Bahia,7
Lucas Fonseca,28.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bahia,7
Ernando,14.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,,,Bahia,7
Nino Paraíba,2.0,br BRA,RB,90.0,0,1,0,0,0,0,1,0,1,1,0,6,1,4,0,,,Bahia,7
Anderson,33.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Bahia,7
Wellington Paulista,9.0,br BRA,FW,90.0,0,0,0,0,2,1,0,0,2,3,0,0,1,0,0,,,Fortaleza,8
Júnior Santos,21.0,br BRA,FW,71.0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,,,Fortaleza,8
Kieza,19.0,br BRA,FW,19.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Fortaleza,8
Osvaldo,11.0,br BRA,LM,73.0,0,0,0,0,2,2,1,0,2,1,0,1,0,1,0,,,Fortaleza,8
Gabriel Dias,13.0,br BRA,DF,17.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Fortaleza,8
Felipe,15.0,br BRA,CM,90.0,0,0,0,0,1,1,0,0,2,2,0,0,0,2,0,,,Fortaleza,8
Paulo Roberto,5.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,,,Fortaleza,8
Edinho,7.0,br BRA,RM,71.0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,,,Fortaleza,8
Marcinho,17.0,br BRA,MF,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,8
Carlinhos,6.0,br BRA,LB,90.0,0,0,0,0,0,0,1,0,3,1,0,3,0,1,0,,,Fortaleza,8
Roger Carvalho,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,,Fortaleza,8
Juan Quintero,3.0,co COL,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,,,Fortaleza,8
Guilherme Tinga,2.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,,,Fortaleza,8
Felipe Alves Raymundo,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fortaleza,8
Deyverson,16.0,br BRA,FW,90.0,0,0,0,0,1,1,1,0,1,1,1,0,3,1,0,,,Palmeiras,8
Dudu,7.0,br BRA,AM,81.0,0,0,0,0,3,2,0,0,3,4,1,8,1,1,0,,,Palmeiras,8
Hyoran,28.0,br BRA,MF,9.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,8
Ricardo Goulart,11.0,br BRA,AM,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,8
Zé Rafael,8.0,br BRA,MF,83.0,2,1,0,0,6,2,0,0,1,4,0,0,3,0,0,,,Palmeiras,8
Gustavo Scarpa,14.0,br BRA,AM,77.0,0,0,0,0,2,0,0,0,0,0,0,7,1,1,0,,,Palmeiras,8
Lucas Lima,20.0,br BRA,MF,13.0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,,Palmeiras,8
Bruno Henrique,19.0,br BRA,DM,90.0,1,0,0,0,4,3,0,0,3,0,0,2,2,0,0,,,Palmeiras,8
Felipe Melo,30.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,0,,,Palmeiras,8
Diogo Barbosa,6.0,br BRA,LB,90.0,0,1,0,0,0,0,0,0,0,0,0,4,1,4,0,,,Palmeiras,8
Gustavo Gómez,15.0,py PAR,CB,90.0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,,,Palmeiras,8
Luan Garcia,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,,,Palmeiras,8
Marcos Rocha,2.0,br BRA,RB,90.0,1,1,0,0,2,1,0,0,0,3,0,2,1,0,0,,,Palmeiras,8
Wéverton,21.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,8
Kayke Rodrigues,77.0,br BRA,FW,90.0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,,,Goiás,9
Leandro Barcia,30.0,uy URU,AM,90.0,0,0,0,0,1,0,0,0,1,2,0,2,1,2,0,,,Goiás,9
Giovanni Augusto,89.0,br BRA,AM,74.0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,,,Goiás,9
Renatinho,7.0,br BRA,MF,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Goiás,9
Michael,11.0,br BRA,AM,62.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,,,Goiás,9
Marcinho,22.0,br BRA,"FW,MF",28.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,Goiás,9
Léo Sena,20.0,br BRA,DM,90.0,0,0,0,0,0,0,1,0,3,5,0,3,2,2,0,,,Goiás,9
Geovane,5.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,,,Goiás,9
Jefferson,13.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,1,2,0,2,1,0,0,,,Goiás,9
Yago,33.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Goiás,9
David Duarte,3.0,br BRA,CB,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Goiás,9
Rafael Vaz,4.0,br BRA,DF,6.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Goiás,9
Kevin,2.0,br BRA,RB,90.0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,,,Goiás,9
Tadeu,23.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Goiás,9
Everaldo,37.0,br BRA,FW,90.0,0,0,0,0,1,1,1,0,3,1,0,4,0,0,0,,,Fluminense,9
Yony González,11.0,co COL,FW,90.0,0,0,0,0,4,0,0,0,0,0,0,4,0,1,0,,,Fluminense,9
Luciano,18.0,br BRA,FW,90.0,0,0,0,1,3,1,1,0,3,2,1,0,0,1,0,,,Fluminense,9
Allan,29.0,br BRA,CM,90.0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,0,,,Fluminense,9
Airton,5.0,br BRA,CM,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fluminense,9
Pedro,9.0,br BRA,FW,30.0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,,,Fluminense,9
Bruno Silva,8.0,br BRA,CM,80.0,0,0,0,0,1,0,0,0,1,3,1,0,2,0,0,,,Fluminense,9
Léo Artur,17.0,br BRA,"FW,MF",10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fluminense,9
Caio Henrique Oliveira Silva,19.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,1,1,0,7,1,1,0,,,Fluminense,9
Matheus Ferraz,3.0,br BRA,CB,90.0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,,,Fluminense,9
Nino,33.0,br BRA,CB,89.0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,,,Fluminense,9
João Pedro,23.0,br BRA,FW,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fluminense,9
Gilberto,2.0,br BRA,RB,90.0,0,0,0,0,1,1,0,0,1,1,0,11,0,0,0,,,Fluminense,9
Rodolfo de Melo,39.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Fluminense,9
Bruno Henrique,27.0,br BRA,FW,90.0,0,0,0,0,2,0,1,0,2,0,1,0,0,0,0,,,Flamengo,10
Everton Ribeiro,7.0,br BRA,AM,83.0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,0,,,Flamengo,10
Lincoln,29.0,br BRA,FW,7.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Flamengo,10
Giorgian De Arrascaeta,14.0,uy URU,AM,72.0,1,0,0,0,2,1,0,0,1,4,1,2,2,0,0,,,Flamengo,10
Diego,10.0,br BRA,MF,18.0,0,0,0,0,2,1,0,0,0,0,0,2,0,1,0,,,Flamengo,10
Gabriel Barbosa,9.0,br BRA,AM,90.0,0,0,0,0,3,3,0,0,0,0,2,1,0,0,0,,,Flamengo,10
Gustavo Cuellar,8.0,co COL,DM,90.0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,0,,,Flamengo,10
Willian Arão,5.0,br BRA,DM,78.0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,,,Flamengo,10
Lucas Silva,23.0,br BRA,FW,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flamengo,10
Renê,6.0,br BRA,LB,90.0,0,0,0,0,0,0,1,0,1,2,0,3,2,1,0,,,Flamengo,10
Rhodolfo,44.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,3,0,0,0,0,1,0,,,Flamengo,10
Léo Duarte,43.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,Flamengo,10
Pará,21.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,,,Flamengo,10
César,37.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Flamengo,10
Nicolás López,7.0,uy URU,FW,89.0,0,0,0,0,6,1,1,0,0,0,0,1,2,0,0,,,Internacional,10
Nonato,33.0,br BRA,MF,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,Internacional,10
Paolo Guerrero,9.0,pe PER,FW,90.0,1,0,0,0,5,2,0,0,1,2,1,0,1,0,0,,,Internacional,10
Andrés D'Alessandro,10.0,ar ARG,FW,65.0,0,1,0,0,1,1,0,0,0,1,0,3,1,0,0,,,Internacional,10
Martín Sarrafiore,29.0,ar ARG,FW,25.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,,,Internacional,10
Patrick,88.0,br BRA,CM,66.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,Internacional,10
Guilherme Parede,77.0,br BRA,"FW,MF",24.0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,,,Internacional,10
Rodrigo Dourado,13.0,br BRA,CM,90.0,0,0,0,0,0,0,1,0,2,1,0,0,2,5,0,,,Internacional,10
Edenílson,8.0,br BRA,CM,90.0,0,1,0,0,0,0,0,0,1,0,0,2,0,2,0,,,Internacional,10
Iago,28.0,br BRA,LB,90.0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,,,Internacional,10
Víctor Cuesta,15.0,ar ARG,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0,,,Internacional,10
Rodrigo Moledo,4.0,br BRA,CB,90.0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,,,Internacional,10
Zeca,37.0,br BRA,RB,90.0,0,0,0,0,0,0,1,0,2,0,0,4,1,1,0,,,Internacional,10
Marcelo Lomba,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Internacional,10
Everaldo Stum,77.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,,,Chapecoense,11
Gustavo Campanharo,10.0,br BRA,AM,90.0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,0,,,Chapecoense,11
Alan Ruschel,28.0,br BRA,DM,60.0,0,0,0,0,0,0,0,0,2,3,0,2,1,0,0,,,Chapecoense,11
Renato,19.0,br BRA,"DF,FW",30.0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,,,Chapecoense,11
Márcio Araújo,8.0,br BRA,DM,90.0,0,0,0,0,1,0,0,0,0,2,0,0,5,3,0,,,Chapecoense,11
Tharlis,85.0,br BRA,DM,60.0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,Chapecoense,11
Aylon,18.0,br BRA,"FW,MF",30.0,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,,,Chapecoense,11
Régis Tosatti,83.0,br BRA,DM,90.0,0,0,0,0,2,1,0,0,1,0,0,2,3,1,0,,,Chapecoense,11
Bruno Pacheco,6.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,,,Chapecoense,11
Douglas,23.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,,,Chapecoense,11
Gum,3.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,,,Chapecoense,11
Eduardo,2.0,br BRA,RB,82.0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,,,Chapecoense,11
Pedro Perotti,99.0,br BRA,FW,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Chapecoense,11
Tiepo,98.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Chapecoense,11
Mauro Boselli,17.0,ar ARG,FW,90.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,Corinthians,11
Clayson,25.0,br BRA,LW,82.0,0,0,0,0,3,2,0,0,2,1,0,2,1,0,0,,,Corinthians,11
Mateus Vital,22.0,br BRA,MF,8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Corinthians,11
Junior Sornoza,7.0,ec ECU,AM,90.0,0,0,0,0,3,0,0,0,3,1,0,8,3,0,0,,,Corinthians,11
Ramiro Benetti,28.0,br BRA,AM,45.0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,0,,,Corinthians,11
Vágner Love,9.0,br BRA,FW,45.0,0,0,0,0,1,0,1,0,2,1,0,1,0,0,0,,,Corinthians,11
Pedrinho,38.0,br BRA,RW,67.0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,,,Corinthians,11
Janderson,31.0,br BRA,FW,23.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,,Corinthians,11
Ralf,15.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,,,Corinthians,11
Carlos,6.0,br BRA,LB,90.0,1,0,0,0,2,1,0,0,1,0,0,1,2,1,0,,,Corinthians,11
Pedro Henrique,34.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Corinthians,11
Manoel,4.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,,,Corinthians,11
Fagner,23.0,br BRA,RB,90.0,0,0,0,0,1,1,0,0,1,3,0,3,6,2,0,,,Corinthians,11
Cássio,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Corinthians,11
Deyverson,16.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Raphael Veiga,23.0,br BRA,AM,61.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Carlos Eduardo,37.0,br BRA,"FW,MF",29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Lucas Lima,20.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Hyoran,28.0,br BRA,AM,77.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Felipe Pires,27.0,br BRA,"FW,MF",13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Moisés Magalhães,10.0,br BRA,DM,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Matheus Fernandes,35.0,br BRA,MF,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Thiago dos Santos,5.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Victor Luis,26.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Edu Dracena,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Antonio Carlos,25.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Mayke,12.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Jailson,42.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Palmeiras,12
Cassiano,20.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Didira,19.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Cristian Maidana,17.0,ar ARG,AM,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Matheus Sávio,10.0,br BRA,MF,66.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,CSA,12
Madson,7.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Bruno Ramires,30.0,br BRA,DM,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Dawhan,8.0,br BRA,MF,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Naldo,5.0,br BRA,DM,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Leandro Rosa Souza,3.0,br BRA,DF,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Pablo Armero,27.0,co COL,LB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Luciano Castán,4.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Gerson,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Apodi,2.0,br BRA,RB,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Jordi Almeida,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,CSA,12
Ricardo Bueno,99.0,br BRA,FW,82.0,0,0,0,1,2,2,0,0,3,1,1,0,0,1,0,,,Ceará,13
Roger,9.0,br BRA,FW,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,Ceará,13
Chico,30.0,br BRA,AM,77.0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,,,Ceará,13
Bergson da Silva,77.0,br BRA,FW,13.0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,,,Ceará,13
Ricardo Dias Acosta,8.0,br BRA,AM,71.0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,,Ceará,13
Fernando Sobral,11.0,br BRA,MF,19.0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,,,Ceará,13
Leandro Carvalho,82.0,br BRA,AM,90.0,0,0,0,0,3,1,0,0,1,1,1,2,3,0,0,,,Ceará,13
Auremir,18.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,,,Ceará,13
Fábio Gonçalves,19.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,,Ceará,13
Thiago Carleto,46.0,br BRA,LB,90.0,0,0,0,0,3,0,0,0,2,0,0,8,1,0,0,,,Ceará,13
Luiz Otávio,13.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,,,Ceará,13
Tiago Alves,36.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Ceará,13
Samuel Xavier,22.0,br BRA,RB,90.0,0,0,0,0,1,0,0,0,1,2,0,4,1,0,0,,,Ceará,13
Diogo Silva,12.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Ceará,13
Fred,9.0,br BRA,FW,90.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,Cruzeiro,13
Marquinhos Gabriel,20.0,br BRA,AM,22.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,Cruzeiro,13
David,11.0,br BRA,"FW,MF",68.0,0,0,0,0,4,1,0,0,3,1,1,1,1,0,0,,,Cruzeiro,13
Thiago Neves,10.0,br BRA,AM,78.0,1,0,0,0,2,2,0,0,0,0,0,1,2,0,0,,,Cruzeiro,13
Jadson,27.0,br BRA,MF,12.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,Cruzeiro,13
Robinho,19.0,br BRA,AM,90.0,0,0,0,0,2,1,0,0,1,3,0,5,0,2,0,,,Cruzeiro,13
Ariel Cabral,5.0,ar ARG,DM,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,Cruzeiro,13
Lucas Silva,16.0,br BRA,MF,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Cruzeiro,13
Lucas Romero,29.0,ar ARG,DM,90.0,0,0,0,0,0,0,1,0,3,0,0,0,1,6,0,,,Cruzeiro,13
Dodô,18.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,2,1,0,9,3,2,0,,,Cruzeiro,13
Léo,3.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,Cruzeiro,13
Dedé,26.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,,,Cruzeiro,13
Edílson Mendes,2.0,br BRA,RB,90.0,0,0,0,0,1,0,0,0,0,2,0,3,1,0,0,,,Cruzeiro,13
Fábio,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Cruzeiro,13
Felipe Vizeu,10.0,br BRA,FW,63.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,,Grêmio,14
Everton Soares,11.0,br BRA,"FW,MF",27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,14
Diego Tardelli,9.0,br BRA,AM,70.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,Grêmio,14
André,90.0,br BRA,FW,20.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,Grêmio,14
Luan Vieira,7.0,br BRA,AM,64.0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,,,Grêmio,14
Thaciano,16.0,br BRA,MF,26.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,Grêmio,14
Walter Montoya,20.0,ar ARG,AM,90.0,0,1,0,0,1,1,0,0,2,3,0,7,1,2,0,,,Grêmio,14
Rômulo,13.0,br BRA,DM,90.0,1,0,0,0,1,1,1,0,3,0,0,0,2,1,0,,,Grêmio,14
Matheus Henrique,14.0,br BRA,DM,90.0,0,0,0,0,0,0,0,0,1,3,0,0,1,1,0,,,Grêmio,14
Juninho Capixaba,29.0,br BRA,LB,90.0,0,0,0,0,0,0,0,0,3,5,0,4,2,1,0,,,Grêmio,14
Michel,5.0,br BRA,CB,90.0,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1,,,Grêmio,14
Pedro Geromel,3.0,br BRA,CB,90.0,0,0,0,0,1,0,1,0,1,1,0,0,2,3,0,,,Grêmio,14
Leonardo Gomes,6.0,br BRA,RB,90.0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,,,Grêmio,14
Paulo Victor Vidotti,1.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Grêmio,14
João Paulo,19.0,br BRA,FW,90.0,0,0,0,0,0,0,0,0,1,2,0,9,1,1,0,,,Avaí,14
Feliciano Brizuela,11.0,py PAR,FW,75.0,0,0,0,0,1,0,0,0,1,1,0,1,2,2,0,,,Avaí,14
Jones Carioca,8.0,br BRA,MF,15.0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,,,Avaí,14
Getúlio,99.0,br BRA,CM,90.0,0,0,0,0,2,1,0,0,2,2,0,0,2,1,0,,,Avaí,14
Matheus Barbosa,94.0,br BRA,CM,45.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,Avaí,14
André Moritz,30.0,br BRA,"FW,MF",45.0,0,0,0,0,3,1,0,0,0,1,0,6,0,0,0,,,Avaí,14
Pedro Castro,7.0,br BRA,CM,90.0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,,,Avaí,14
Paulinho Oliveira,6.0,br BRA,LB,90.0,0,0,0,0,1,0,0,0,0,2,0,7,0,3,0,,,Avaí,14
Marquinhos,33.0,br BRA,CB,90.0,0,0,0,0,3,0,1,0,2,2,0,0,3,5,0,,,Avaí,14
Betão,3.0,br BRA,CB,90.0,0,0,0,0,0,0,1,0,2,0,0,0,1,1,0,,,Avaí,14
Eduardo Kunde,63.0,br BRA,CB,73.0,0,0,0,0,0,0,1,0,2,0,0,0,2,2,0,,,Avaí,14
Luan Pereira,21.0,br BRA,MF,17.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,Avaí,14
Alex Silva,2.0,br BRA,RB,90.0,0,0,0,0,2,1,1,0,3,3,0,1,1,3,0,,,Avaí,14
Vladimir,89.0,br BRA,GK,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,Avaí,14
Alexandre Pato,7.0,br BRA,FW,72.0,1,0,0,0,2,1,0,0,0,2,0,0,1,0,0,,,São Paulo,15
Hernanes,15.0,br BRA,MF,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,São Paulo,15
Éverton,22.0,br BRA,AM,90.0,0,0,0,0,0,0,0,0,0,3,1,4,0,1,0,,,São Paulo,15
Jonas,44.0,br BRA,AM,78.0,1,0,0,0,1,1,0,0,1,2,0,0,4,0,0,,,São Paulo,15
Brenner,30.0,br BRA,FW,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,São Paulo,15
Antony,39.0,br BRA,AM,90.0,0,1,0,0,4,1,0,0,1,4,0,2,2,0,0,,,São Paulo,15
Hudson,25.0,br BRA,DM,90.0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,0,,,São Paulo,15
Tchê Tchê,28.0,br BRA,DM,90.0,0,0,0,0,1,1,0,0,1,0,0,1,0,2,0,,,São Paulo,15
Reinaldo,6.0,br BRA,LB,90.0,0,0,0,0,0,0,1,0,1,2,0,11,1,1,0,,,São Paulo,15
Bruno Fabiano Alves,3.0,br BRA,CB,90.0,0,0,0,0,1,0,0,0,3,0,0,0,2,1,0,,,São Paulo,15
Robert Arboleda,5.0,ec ECU,CB,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,São Paulo,15
Anderson Martins,4.0,br BRA,DF,46.0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,,São Paulo,15
